transaction_id,is_anomaly,anomaly_type,is_fraud
TX_2025_00000001,False,None,False
TX_2025_00000002,False,None,False
TX_2025_00000003,False,None,False
TX_2025_00000004,False,None,False
TX_2025_00000005,False,None,False
TX_2025_00000006,False,None,False
TX_2025_00000007,False,None,False
TX_2025_00000008,False,None,False
TX_2025_00000009,False,None,False
TX_2025_00000010,False,None,False
TX_2025_00000011,False,None,False
TX_2025_00000012,False,None,False
TX_2025_00000013,False,None,False
TX_2025_00000014,False,None,False
TX_2025_00000015,False,None,False
TX_2025_00000016,False,None,False
TX_2025_00000017,False,None,False
TX_2025_00000018,False,None,False
TX_2025_00000019,True,HIGH_AMOUNT,True
TX_2025_00000020,False,None,False
TX_2025_00000021,False,None,False
TX_2025_00000022,False,None,False
TX_2025_00000023,False,None,False
TX_2025_00000024,False,None,False
TX_2025_00000025,False,None,False
TX_2025_00000026,False,None,False
TX_2025_00000027,False,None,False
TX_2025_00000028,False,None,False
TX_2025_00000029,False,None,False
TX_2025_00000030,False,None,False
TX_2025_00000031,False,None,False
TX_2025_00000032,False,None,False
TX_2025_00000033,False,None,False
TX_2025_00000034,False,None,False
TX_2025_00000035,False,None,False
TX_2025_00000036,False,None,False
TX_2025_00000037,False,None,False
TX_2025_00000038,False,None,False
TX_2025_00000039,False,None,False
TX_2025_00000040,False,None,False
TX_2025_00000041,False,None,False
TX_2025_00000042,False,None,False
TX_2025_00000043,False,None,False
TX_2025_00000044,False,None,False
TX_2025_00000045,False,None,False
TX_2025_00000046,False,None,False
TX_2025_00000047,False,None,False
TX_2025_00000048,False,None,False
TX_2025_00000049,False,None,False
TX_2025_00000050,False,None,False
TX_2025_00000051,False,None,False
TX_2025_00000052,False,None,False
TX_2025_00000053,False,None,False
TX_2025_00000054,False,None,False
TX_2025_00000055,False,None,False
TX_2025_00000056,False,None,False
TX_2025_00000057,False,None,False
TX_2025_00000058,False,None,False
TX_2025_00000059,False,None,False
TX_2025_00000060,False,None,False
TX_2025_00000061,False,None,False
TX_2025_00000062,False,None,False
TX_2025_00000063,False,None,False
TX_2025_00000064,False,None,False
TX_2025_00000065,False,None,False
TX_2025_00000066,False,None,False
TX_2025_00000067,False,None,False
TX_2025_00000068,False,None,False
TX_2025_00000069,False,None,False
TX_2025_00000070,False,None,False
TX_2025_00000071,False,None,False
TX_2025_00000072,False,None,False
TX_2025_00000073,False,None,False
TX_2025_00000074,True,NEW_DEVICE_BURST,True
TX_2025_00000075,False,None,False
TX_2025_00000076,False,None,False
TX_2025_00000077,False,None,False
TX_2025_00000078,False,None,False
TX_2025_00000079,False,None,False
TX_2025_00000080,False,None,False
TX_2025_00000081,False,None,False
TX_2025_00000082,False,None,False
TX_2025_00000083,False,None,False
TX_2025_00000084,False,None,False
TX_2025_00000085,False,None,False
TX_2025_00000086,False,None,False
TX_2025_00000087,False,None,False
TX_2025_00000088,False,None,False
TX_2025_00000089,False,None,False
TX_2025_00000090,False,None,False
TX_2025_00000091,False,None,False
TX_2025_00000092,False,None,False
TX_2025_00000093,False,None,False
TX_2025_00000094,False,None,False
TX_2025_00000095,False,None,False
TX_2025_00000096,False,None,False
TX_2025_00000097,False,None,False
TX_2025_00000098,False,None,False
TX_2025_00000099,False,None,False
TX_2025_00000100,False,None,False
TX_2025_00000101,False,None,False
TX_2025_00000102,False,None,False
TX_2025_00000103,False,None,False
TX_2025_00000104,False,None,False
TX_2025_00000105,False,None,False
TX_2025_00000106,False,None,False
TX_2025_00000107,False,None,False
TX_2025_00000108,False,None,False
TX_2025_00000109,False,None,False
TX_2025_00000110,False,None,False
TX_2025_00000111,False,None,False
TX_2025_00000112,False,None,False
TX_2025_00000113,False,None,False
TX_2025_00000114,False,None,False
TX_2025_00000115,False,None,False
TX_2025_00000116,False,None,False
TX_2025_00000117,False,None,False
TX_2025_00000118,False,None,False
TX_2025_00000119,False,None,False
TX_2025_00000120,False,None,False
TX_2025_00000121,False,None,False
